"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"im feeling [[rather]] rotten so im not very ambitious right now","im feeling [[ra‭⁦‮⁦h⁩⁦t⁩‬⁩‬er]] rotten so im not very ambitious right now",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"im updating [[my]] blog because i feel shitty","im updating [[‭⁦‮⁦y⁩⁦m⁩‬⁩‬]] blog because i feel shitty",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i never [[make]] [[her]] separate from me because i don t ever want her to feel like i m ashamed with her","i never [[mak‭⁦‮⁦]] [[⁩⁦e⁩‬⁩‬her]] separate from me because i don t ever want her to feel like i m ashamed with her",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,13,"Failed"
"i left with my bouquet of red and yellow [[tulips]] under my arm feeling slightly more optimistic than when i arrived","i left with my bouquet of red and yellow [[tu‭⁦‮⁦i⁩⁦l⁩‬⁩‬ps]] under my arm feeling slightly more optimistic than when i arrived",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i was feeling a little [[vain]] when i did this one","i was feeling a little [[va‭⁦‮⁦n⁩⁦i⁩‬⁩‬]] when i did this one",0.0,0.1666666716337204,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])",0,23,"Failed"
"i cant walk into a shop anywhere where i do not feel [[uncomfortable]]","i cant walk into a shop anywhere where i do not feel [[uncomforta‭⁦‮⁦l⁩⁦b⁩‬⁩‬e]]",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i felt anger [[when]] at the end of a telephone call","i felt anger [[wh‭⁦‮⁦n⁩⁦e⁩‬⁩‬]] at the end of a telephone call",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
"i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted despite the excitement i should have been feeling [[for]] [[getting]] accepted into the masters program at the university of virginia","i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted despite the excitement i should have been feeling [[fo‭⁦‮⁦]] [[⁩⁦r⁩‬⁩‬getting]] accepted into the masters program at the university of virginia",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",1,13,"Failed"
"i like to have the same breathless feeling as a reader [[eager]] to see what will happen next","i like to have the same breathless feeling as a reader [[ea‭⁦‮⁦e⁩⁦g⁩‬⁩‬r]] to see what will happen next",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i [[jest]] [[i]] feel grumpy tired and pre menstrual which i probably am but then again its only been a week and im about as fit as a walrus on vacation for the summer","i [[jes‭⁦‮⁦]] [[⁩⁦t⁩‬⁩‬i]] feel grumpy tired and pre menstrual which i probably am but then again its only been a week and im about as fit as a walrus on vacation for the summer",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",3,13,"Failed"
"i don t feel [[particularly]] agitated","i don t feel [[part‭⁦‮⁦c⁩⁦i⁩‬⁩‬ularly]] agitated",0.0,0.1666666716337204,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])",4,23,"Failed"
"i feel beautifully emotional knowing that these women of whom i knew just a [[handful]] were holding me and my baba on our journey","i feel beautifully emotional knowing that these women of whom i knew just a [[h‭⁦‮⁦n⁩⁦a⁩‬⁩‬dful]] were holding me and my baba on our journey",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,13,"Failed"
"i pay attention it deepens into a feeling of [[being]] invaded and helpless","i pay attention it deepens into a feeling of [[‭⁦‮⁦e⁩⁦b⁩‬⁩‬ing]] invaded and helpless",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i just feel extremely [[comfortable]] with the group of people that i dont even need to hide myself","i just feel extremely [[com‭⁦‮⁦o⁩⁦f⁩‬⁩‬rtable]] with the group of people that i dont even need to hide myself",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i find myself in [[the]] [[odd]] position of feeling supportive of","i find myself in [[the‭⁦‮⁦o⁩⁦]] [[⁩‬⁩‬dd]] position of feeling supportive of",0.1666666716337204,0.1666666716337204,"tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])","tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])",2,18,"Failed"
"i [[was]] [[feeling]] as heartbroken as im sure katniss was","i [[wa‭⁦‮⁦]] [[⁩⁦s⁩‬⁩‬feeling]] as heartbroken as im sure katniss was",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i feel a [[little]] mellow today","i feel a [[li‭⁦‮⁦t⁩⁦t⁩‬⁩‬le]] mellow today",0.0,2.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,23,"Successful"
"i feel like my only role now would be to tear your [[sails]] with my pessimism and discontent","i feel like my only role now would be to tear your [[sa‭⁦‮⁦l⁩⁦i⁩‬⁩‬s]] with my pessimism and discontent",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",0,13,"Failed"
"i feel just [[bcoz]] a fight we get mad to each other n u wanna make a publicity n let the world knows about our fight","i feel just [[‭⁦‮⁦c⁩⁦b⁩‬⁩‬oz]] a fight we get mad to each other n u wanna make a publicity n let the world knows about our fight",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
"i feel like reds [[and]] [[purples]] are just so rich and kind of perfect","i feel like reds [[and‭⁦‮⁦p⁩⁦]] [[⁩‬⁩‬urples]] are just so rich and kind of perfect",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,18,"Successful"
"im not sure the feeling of loss will ever go away but it may dull to a sweet feeling of nostalgia at what i shared in this life [[with]] [[my]] dad and the luck i had to have a dad for years","im not sure the feeling of loss will ever go away but it may dull to a sweet feeling of nostalgia at what i shared in this life [[wit‭⁦‮⁦]] [[⁩⁦h⁩‬⁩‬my]] dad and the luck i had to have a dad for years",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i feel like ive gotten to know many of you through comments and emails and for that im appreciative and [[glad]] you are a part of this little space","i feel like ive gotten to know many of you through comments and emails and for that im appreciative and [[g‭⁦‮⁦a⁩⁦l⁩‬⁩‬d]] you are a part of this little space",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i survey my own posts over the last few years and only [[feel]] [[pleased]] with vague snippets of a few of them only feel that little bits of them capture what its like to be me or someone like me in dublin in the st century","i survey my own posts over the last few years and only [[fee‭⁦‮⁦]] [[⁩⁦l⁩‬⁩‬pleased]] with vague snippets of a few of them only feel that little bits of them capture what its like to be me or someone like me in dublin in the st century",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",1,13,"Failed"
"i [[also]] tell you in hopes that anyone who is still feeling stigmatized or ashamed of their mental health issues will let go of the stigma let go of the shame","i [[‭⁦‮⁦l⁩⁦a⁩‬⁩‬so]] tell you in hopes that anyone who is still feeling stigmatized or ashamed of their mental health issues will let go of the stigma let go of the shame",0.0,2.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",0,23,"Successful"
"i don t feel guilty like i m not going to [[be]] [[able]] to cook for him","i don t feel guilty like i m not going to [[b‭⁦‮⁦]] [[⁩⁦e⁩‬⁩‬able]] to cook for him",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i hate it when i feel fearful for [[absolutely]] no reason","i hate it when i feel fearful for [[abs‭⁦‮⁦l⁩⁦o⁩‬⁩‬utely]] no reason",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i am feeling outraged it [[shows]] everywhere","i am feeling outraged it [[sho‭⁦‮⁦s⁩⁦w⁩‬⁩‬]] everywhere",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
