"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"im feeling [[rather]] rotten so im not very ambitious right now","im feeling [[rаther]] rotten so im not very ambitious right now",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"im updating [[my]] blog because i feel shitty","im updating [[mу]] blog because i feel shitty",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i never make [[her]] separate from me because i don t ever want her to feel like i m ashamed with her","i never make [[һer]] separate from me because i don t ever want her to feel like i m ashamed with her",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,13,"Failed"
"i left with my bouquet of red and yellow [[tulips]] under my arm feeling slightly more optimistic than when i arrived","i left with my bouquet of red and yellow [[tulipѕ]] under my arm feeling slightly more optimistic than when i arrived",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i was feeling a [[little]] vain when i did this one","i was feeling a [[littlе]] vain when i did this one",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i [[cant]] walk into a shop anywhere where i do not feel uncomfortable","i [[cаnt]] walk into a shop anywhere where i do not feel uncomfortable",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i felt anger when at the [[end]] of a telephone call","i felt anger when at the [[enԁ]] of a telephone call",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
"i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted [[despite]] the excitement i should have been feeling for getting accepted into the masters program at the university of virginia","i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted [[dеspite]] the excitement i should have been feeling for getting accepted into the masters program at the university of virginia",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",1,13,"Failed"
"i like to have the same breathless feeling as a reader eager to see what will [[happen]] next","i like to have the same breathless feeling as a reader eager to see what will [[hapрen]] next",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,18,"Successful"
"i jest i feel grumpy tired and pre menstrual which i probably am but then again its only been [[a]] week and im about as fit as a walrus on vacation for the summer","i jest i feel grumpy tired and pre menstrual which i probably am but then again its only been [[а]] week and im about as fit as a walrus on vacation for the summer",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",3,13,"Failed"
"i don t [[feel]] particularly agitated","i don t [[feеl]] particularly agitated",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",4,13,"Failed"
"i feel beautifully emotional knowing that these women of whom i [[knew]] just a handful were holding me and my baba on our journey","i feel beautifully emotional knowing that these women of whom i [[knеw]] just a handful were holding me and my baba on our journey",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,13,"Failed"
"i pay attention it deepens into a feeling of being [[invaded]] and helpless","i pay attention it deepens into a feeling of being [[invаded]] and helpless",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i just feel extremely comfortable with [[the]] group of people that i dont even need to hide myself","i just feel extremely comfortable with [[thе]] group of people that i dont even need to hide myself",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i find myself in the odd [[position]] of feeling supportive of","i find myself in the odd [[positіon]] of feeling supportive of",0.1666666716337204,0.1666666716337204,"tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])","tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])",2,13,"Failed"
"i was feeling [[as]] heartbroken as im sure katniss was","i was feeling [[aѕ]] heartbroken as im sure katniss was",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"[[i]] feel a little mellow today","[[і]] feel a little mellow today",0.0,2.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,23,"Successful"
"i feel like my only role now would be to tear your sails with my [[pessimism]] and discontent","i feel like my only role now would be to tear your sails with my [[рessimism]] and discontent",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i feel just bcoz a fight we get [[mad]] to each other n u wanna make a publicity n let the world knows about our fight","i feel just bcoz a fight we get [[maԁ]] to each other n u wanna make a publicity n let the world knows about our fight",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
"i feel like reds and purples are just [[so]] rich and kind of perfect","i feel like reds and purples are just [[ѕo]] rich and kind of perfect",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"im not sure the feeling of loss will ever go away but it may dull [[to]] a sweet feeling of nostalgia at what i shared in this life with my dad and the luck i had to have a dad for years","im not sure the feeling of loss will ever go away but it may dull [[tο]] a sweet feeling of nostalgia at what i shared in this life with my dad and the luck i had to have a dad for years",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i feel like ive gotten to know many of you through comments and emails and for that im appreciative and [[glad]] you are a part of this little space","i feel like ive gotten to know many of you through comments and emails and for that im appreciative and [[glаd]] you are a part of this little space",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i [[survey]] my own posts over the last few years and only feel pleased with vague snippets of a few of them only feel that little bits of them capture what its like to be me or someone like me in dublin in the st century","i [[ѕurvey]] my own posts over the last few years and only feel pleased with vague snippets of a few of them only feel that little bits of them capture what its like to be me or someone like me in dublin in the st century",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",1,13,"Failed"
"i also tell you in hopes that [[anyone]] who is still feeling stigmatized or ashamed of their mental health issues will let go of the stigma let go of the shame","i also tell you in hopes that [[anyοne]] who is still feeling stigmatized or ashamed of their mental health issues will let go of the stigma let go of the shame",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i don t feel guilty like i m not going to be able [[to]] cook for him","i don t feel guilty like i m not going to be able [[tο]] cook for him",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i hate it [[when]] i feel fearful for absolutely no reason","i hate it [[wһen]] i feel fearful for absolutely no reason",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i [[am]] feeling outraged it shows everywhere","i [[аm]] feeling outraged it shows everywhere",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
"i stole a book from one of my all time favorite authors and now i [[feel]] like a rotten person","i stole a book from one of my all time favorite authors and now i [[feеl]] like a rotten person",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i do [[feel]] insecure sometimes but who doesnt","i do [[feеl]] insecure sometimes but who doesnt",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,13,"Failed"
"i highly recommend visiting on a wednesday if youre able because its less crowded so you get to [[ask]] the farmers more questions without feeling rude for holding up a line","i highly recommend visiting on a wednesday if youre able because its less crowded so you get to [[aѕk]] the farmers more questions without feeling rude for holding up a line",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",3,23,"Successful"
"ive been missing him and feeling so [[restless]] at home thinking of him","ive been missing him and feeling so [[restleѕs]] at home thinking of him",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",4,13,"Failed"
"i posted on my facebook page [[earlier]] this week ive been feeling a little grumpy and out of sorts the past few days","i posted on my facebook page [[earliеr]] this week ive been feeling a little grumpy and out of sorts the past few days",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",3,13,"Failed"
"i [[start]] to feel emotional","i [[ѕtart]] to feel emotional",0.0,0.1666666716337204,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])",0,13,"Failed"
"i feel so cold a [[href]] http irish","i feel so cold a [[hrеf]] http irish",0.1666666716337204,0.0,"tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])","tensor([0., 0., 0., 0., 1., 0.])",3,13,"Failed"
"i feel like i m defective or [[something]] for not having baby fever","i feel like i m defective or [[somethіng]] for not having baby fever",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i feel more [[virtuous]] than when i eat veggies dipped in hummus","i feel more [[virtuouѕ]] than when i eat veggies dipped in hummus",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i feel very honoured to be [[included]] in a magzine which prioritises health and clean living so highly im curious do any of you read magazines concerned with health and clean lifestyles such as the green parent","i feel very honoured to be [[includеd]] in a magzine which prioritises health and clean living so highly im curious do any of you read magazines concerned with health and clean lifestyles such as the green parent",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i spent the last two weeks of school feeling [[miserable]]","i spent the last two weeks of school feeling [[miserаble]]",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"im [[feeling]] very peaceful about our wedding again now after having","im [[feelіng]] very peaceful about our wedding again now after having",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i had been talking to coach claudia barcomb and coach ali boe for a long time and [[they]] both made me feel very welcomed at union","i had been talking to coach claudia barcomb and coach ali boe for a long time and [[theу]] both made me feel very welcomed at union",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i feel if i completely hated [[things]] i d exercise my democratic right speak my mind in what ever ways possible and try to enact a change","i feel if i completely hated [[thіngs]] i d exercise my democratic right speak my mind in what ever ways possible and try to enact a change",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,13,"Failed"
"i feel [[humiliated]] embarrassed or foolish i will remember that others have felt the same way because of the same kinds of things and i will be kind and helpful and accepting","i feel [[һumiliated]] embarrassed or foolish i will remember that others have felt the same way because of the same kinds of things and i will be kind and helpful and accepting",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,13,"Failed"
"i feel reassured that i am dealing [[with]] my diet in the right way and that all is good","i feel reassured that i am dealing [[witһ]] my diet in the right way and that all is good",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,13,"Successful"
"i feel i [[have]] to agree with her even though i can imagine some rather unpleasant possible cases","i feel i [[һave]] to agree with her even though i can imagine some rather unpleasant possible cases",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 0., 0., 0., 1., 0.])",0,13,"Failed"
