"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"im feeling rather [[rotten]] so im not very ambitious right now","im feeling rather [[r‭⁦‮⁦t⁩⁦o⁩‬⁩‬ten]] so im not very ambitious right now",0.0022948929108679295,1.8634603023529053,"tensor([0.9900, 0.0023, 0.0013, 0.0013, 0.0039, 0.0013])","tensor([0.0807, 0.8635, 0.0171, 0.0232, 0.0116, 0.0038])",0,23,"Successful"
"im updating my blog because i feel [[shitty]]","im updating my blog because i feel [[s‭⁦‮⁦i⁩⁦h⁩‬⁩‬tty]]",0.002212651539593935,0.10268847644329071,"tensor([0.9894, 0.0022, 0.0013, 0.0016, 0.0042, 0.0012])","tensor([0.6799, 0.1027, 0.0436, 0.0861, 0.0584, 0.0292])",0,23,"Failed"
"i never make her separate from me because i don t ever want her to feel like i m [[ashamed]] with her","i never make her separate from me because i don t ever want her to feel like i m [[‭⁦‮⁦s⁩⁦a⁩‬⁩‬hamed]] with her",0.002317892387509346,0.36836424469947815,"tensor([0.9891, 0.0023, 0.0014, 0.0016, 0.0044, 0.0013])","tensor([0.4853, 0.3684, 0.0728, 0.0408, 0.0214, 0.0113])",0,23,"Failed"
"i left with my bouquet of red and yellow tulips under my arm feeling slightly more optimistic than [[when]] [[i]] arrived","i left with my bouquet of red and yellow tulips under my arm feeling slightly more optimistic than [[when‭⁦‮⁦i⁩⁦]] [[⁩‬⁩‬]] arrived",1.9923861026763916,1.992378830909729,"tensor([3.4216e-03, 9.9239e-01, 1.7268e-03, 9.0594e-04, 1.1010e-03, 4.5864e-04])","tensor([3.4310e-03, 9.9238e-01, 1.7280e-03, 9.0207e-04, 1.0999e-03, 4.6023e-04])",1,13,"Successful"
"i was feeling a [[little]] vain when i did this one","i was feeling a [[‭⁦‮⁦i⁩⁦l⁩‬⁩‬ttle]] vain when i did this one",0.0025033385027199984,0.0033268840052187443,"tensor([0.9886, 0.0025, 0.0013, 0.0015, 0.0047, 0.0014])","tensor([0.9857, 0.0033, 0.0018, 0.0020, 0.0054, 0.0017])",0,23,"Failed"
"i cant walk into a shop anywhere where i do not feel [[uncomfortable]]","i cant walk into a shop anywhere where i do not feel [[u‭⁦‮⁦c⁩⁦n⁩‬⁩‬omfortable]]",0.04596154764294624,1.6784958839416504,"tensor([0.0184, 0.0460, 0.0047, 0.0159, 0.9124, 0.0026])","tensor([0.1826, 0.6785, 0.0263, 0.0575, 0.0451, 0.0099])",4,23,"Successful"
"i felt [[anger]] when at the end of a telephone call","i felt [[an‭⁦‮⁦e⁩⁦g⁩‬⁩‬r]] when at the end of a telephone call",0.0046625081449747086,0.1417553573846817,"tensor([9.2330e-03, 4.6625e-03, 2.7323e-03, 9.7981e-01, 2.7325e-03, 8.3082e-04])","tensor([0.4132, 0.1418, 0.0279, 0.3351, 0.0707, 0.0114])",3,23,"Failed"
"i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted despite the excitement i should have been feeling for [[getting]] [[accepted]] into the masters program at the university of virginia","i explain why i clung to a relationship with a boy who was in many ways immature and uncommitted despite the excitement i should have been feeling for [[gettin‭⁦‮⁦]] [[⁩⁦g⁩‬⁩‬accepted]] into the masters program at the university of virginia",0.03446786478161812,1.8756608963012695,"tensor([0.9349, 0.0345, 0.0050, 0.0088, 0.0131, 0.0038])","tensor([0.0790, 0.8757, 0.0133, 0.0167, 0.0119, 0.0034])",1,23,"Successful"
"i like to have [[the]] [[same]] breathless feeling as a reader eager to see what will happen next","i like to have [[the‭⁦‮⁦s⁩⁦]] [[⁩‬⁩‬ame]] breathless feeling as a reader eager to see what will happen next",1.9893603324890137,1.9912245273590088,"tensor([4.6448e-03, 9.8936e-01, 2.2241e-03, 1.4046e-03, 1.7303e-03, 6.3609e-04])","tensor([3.7452e-03, 9.9122e-01, 1.8925e-03, 1.1718e-03, 1.4185e-03, 5.4753e-04])",1,13,"Successful"
"i jest i feel grumpy tired and pre menstrual which i [[probably]] am but then again its only been a week and im about as fit as a walrus on vacation for the summer","i jest i feel grumpy tired and pre menstrual which i [[proba‭⁦‮⁦l⁩⁦b⁩‬⁩‬y]] am but then again its only been a week and im about as fit as a walrus on vacation for the summer",0.0022953113075345755,0.002387185115367174,"tensor([3.5057e-03, 2.2953e-03, 1.7178e-03, 9.9081e-01, 9.1781e-04, 7.5499e-04])","tensor([3.5585e-03, 2.3872e-03, 1.7519e-03, 9.9059e-01, 9.4217e-04, 7.6556e-04])",3,23,"Failed"
