"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"im feeling rather [[rotten]] [[so]] im [[not]] [[very]] [[ambitious]] right [[now]]","im feeling rather [[rott‭⁦‮⁦n⁩⁦e⁩‬⁩‬‭⁦‮⁦s⁩⁦]] [[⁩‬⁩‬o]] im [[n‭⁦‮⁦t⁩⁦o⁩‬⁩‬]] [[very‭⁦‮⁦a⁩⁦]] [[⁩‬⁩‬mbitious]] right [[n‭⁦‮⁦w⁩⁦o⁩‬⁩‬]]",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,57,"Failed"
"im [[updating]] my blog [[because]] i [[feel]] [[shitty]]","im [[updati‭⁦‮⁦g⁩⁦n⁩‬⁩‬]] my blog [[be‭⁦‮⁦u⁩⁦‭⁦‮⁦a⁩⁦c⁩‬⁩‬⁩‬⁩‬se]] i [[fee‭⁦‮⁦]] [[⁩⁦l⁩‬⁩‬sh‭⁦‮⁦t⁩⁦i⁩‬⁩‬ty]]",0.0,2.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",0,107,"Successful"
"i [[never]] make [[her]] separate from me [[because]] [[i]] [[don]] t ever want her to feel like i m ashamed with [[her]]","i [[ne‭⁦‮⁦e⁩⁦v⁩‬⁩‬r]] make [[h‭⁦‮⁦r⁩⁦e⁩‬⁩‬]] separate from me [[because‭⁦‮⁦‭⁦‮⁦]] [[⁩⁦i⁩‬⁩‬⁩⁦]] [[⁩‬⁩‬don]] t ever want her to feel like i m ashamed with [[‭⁦‮⁦e⁩⁦h⁩‬⁩‬r]]",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,57,"Failed"
"[[i]] [[left]] [[with]] my bouquet of red and yellow tulips [[under]] my arm feeling [[slightly]] [[more]] [[optimistic]] than when i arrived","[[‭⁦‮⁦]] [[⁩⁦i⁩‬⁩‬left]] [[wi‭⁦‮⁦h⁩⁦t⁩‬⁩‬]] my bouquet of red and yellow tulips [[u‭⁦‮⁦d⁩⁦n⁩‬⁩‬er]] my arm feeling [[slightly‭⁦‮⁦m⁩⁦]] [[⁩‬⁩‬ore]] [[o‭⁦‮⁦t⁩⁦p⁩‬⁩‬imistic]] than when i arrived",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,57,"Successful"
"i [[was]] feeling a [[little]] [[vain]] when [[i]] [[did]] [[this]] [[one]]","i [[w‭⁦‮⁦s⁩⁦a⁩‬⁩‬]] feeling a [[littl‭⁦‮⁦]] [[⁩⁦e⁩‬⁩‬vain]] when [[i‭⁦‮⁦d⁩⁦]] [[⁩‬⁩‬i‭⁦‮⁦]] [[⁩⁦d⁩‬⁩‬thi‭⁦‮⁦]] [[⁩⁦s⁩‬⁩‬one]]",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",0,107,"Successful"
"i cant walk into a [[shop]] anywhere [[where]] [[i]] [[do]] not feel [[uncomfortable]]","i cant walk into a [[s‭⁦‮⁦p⁩⁦‭⁦‮⁦o⁩⁦h⁩‬⁩‬⁩‬⁩‬]] anywhere [[wh‭⁦‮⁦r⁩⁦e⁩‬⁩‬e]] [[‭⁦‮⁦]] [[⁩⁦i⁩‬⁩‬do]] not feel [[uncomfortab‭⁦‮⁦e⁩⁦l⁩‬⁩‬]]",0.0,0.0,"tensor([0., 0., 0., 0., 1., 0.])","tensor([0., 0., 0., 0., 1., 0.])",4,57,"Failed"
"i felt [[anger]] [[when]] [[at]] [[the]] end [[of]] a [[telephone]] call","i felt [[ange‭⁦‮⁦]] [[⁩⁦r⁩‬⁩‬‭⁦‮⁦h⁩⁦w⁩‬⁩‬en]] [[a‭⁦‮⁦]] [[⁩⁦t⁩‬⁩‬the]] end [[‭⁦‮⁦f⁩⁦o⁩‬⁩‬]] a [[telepho‭⁦‮⁦e⁩⁦n⁩‬⁩‬]] call",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,57,"Failed"
"i explain why i clung [[to]] [[a]] relationship with a boy who was in many ways [[immature]] and uncommitted despite the excitement i should have been feeling for getting accepted into the masters [[program]] at the university of [[virginia]]","i explain why i clung [[t‭⁦‮⁦]] [[⁩⁦o⁩‬⁩‬a]] relationship with a boy who was in many ways [[i‭⁦‮⁦m⁩⁦m⁩‬⁩‬ature]] and uncommitted despite the excitement i should have been feeling for getting accepted into the masters [[‭⁦‮⁦r⁩⁦p⁩‬⁩‬ogram]] at the university of [[vi‭⁦‮⁦g⁩⁦r⁩‬⁩‬in‭⁦‮⁦a⁩⁦i⁩‬⁩‬]]",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",1,57,"Failed"
"i like to have [[the]] same [[breathless]] feeling as a reader eager to see what [[will]] [[happen]] [[next]]","i like to have [[t‭⁦‮⁦e⁩⁦h⁩‬⁩‬]] same [[brea‭⁦‮⁦h⁩⁦t⁩‬⁩‬less]] feeling as a reader eager to see what [[wil‭⁦‮⁦]] [[⁩⁦l⁩‬⁩‬happen‭⁦‮⁦‭⁦‮⁦e⁩⁦n⁩‬⁩‬⁩⁦]] [[⁩‬⁩‬xt]]",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,57,"Successful"
"i jest i feel [[grumpy]] [[tired]] [[and]] pre menstrual [[which]] [[i]] probably am but then again [[its]] [[only]] been a week and im about as fit as a walrus [[on]] [[vacation]] for the summer","i jest i feel [[grum‭⁦‮⁦y⁩⁦p⁩‬⁩‬]] [[tired‭⁦‮⁦a⁩⁦]] [[⁩‬⁩‬nd]] pre menstrual [[whic‭⁦‮⁦]] [[⁩⁦h⁩‬⁩‬i]] probably am but then again [[its‭⁦‮⁦o⁩⁦]] [[⁩‬⁩‬nly]] been a week and im about as fit as a walrus [[o‭⁦‮⁦]] [[⁩⁦n⁩‬⁩‬vacation]] for the summer",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",3,57,"Failed"
"[[i]] [[don]] t feel [[particularly]] [[agitated]]","[[i‭⁦‮⁦d⁩⁦]] [[⁩‬⁩‬‭⁦‮⁦n⁩⁦o⁩‬⁩‬]] t feel [[‭⁦‮⁦a⁩⁦p⁩‬⁩‬rticula‭⁦‮⁦l⁩⁦r⁩‬⁩‬y]] [[agitat‭⁦‮⁦d⁩⁦e⁩‬⁩‬]]",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",4,57,"Failed"
"[[i]] [[feel]] [[beautifully]] emotional knowing that [[these]] women of whom i [[knew]] [[just]] a handful were holding me and my baba on our [[journey]]","[[i‭⁦‮⁦f⁩⁦]] [[⁩‬⁩‬eel]] [[beautif‭⁦‮⁦l⁩⁦u⁩‬⁩‬ly]] emotional knowing that [[‭⁦‮⁦h⁩⁦t⁩‬⁩‬ese]] women of whom i [[knew‭⁦‮⁦j⁩⁦]] [[⁩‬⁩‬ust]] a handful were holding me and my baba on our [[jour‭⁦‮⁦e⁩⁦n⁩‬⁩‬y]]",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,57,"Failed"
