"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"im feeling [[rather]] rotten so im [[not]] very ambitious right [[now]]","im feeling [[ratһer]] rotten so im [[nοt]] very ambitious right [[nοw]]",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,35,"Failed"
"im updating my blog [[because]] i [[feel]] [[shitty]]","im updating my blog [[bеcause]] i [[feеl]] [[sһitty]]",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",0,35,"Failed"
"i [[never]] make her separate from me because i don t ever want [[her]] to feel like i m [[ashamed]] with her","i [[nevеr]] make her separate from me because i don t ever want [[һer]] to feel like i m [[аshamed]] with her",0.0,0.0,"tensor([0., 0., 1., 0., 0., 0.])","tensor([0., 0., 1., 0., 0., 0.])",0,35,"Failed"
"i left with my bouquet of red and yellow tulips under my arm feeling slightly more [[optimistic]] than when i arrived","i left with my bouquet of red and yellow tulips under my arm feeling slightly more [[οрtіmistic]] than when i arrived",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,35,"Successful"
"i was [[feeling]] a little vain when [[i]] did this one","i was [[feelіng]] a little vain when [[і]] did this one",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",0,65,"Successful"
"i cant [[walk]] into a shop anywhere where i do not [[feel]] [[uncomfortable]]","i cant [[wаlk]] into a shop anywhere where i do not [[fеel]] [[uncomfortablе]]",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",4,35,"Failed"
"i felt anger when at the [[end]] of a [[telephone]] [[call]]","i felt anger when at the [[еnd]] of a [[tеlephone]] [[сall]]",0.0,0.0,"tensor([0., 0., 0., 1., 0., 0.])","tensor([0., 0., 0., 1., 0., 0.])",3,35,"Failed"
"i explain why i clung to a [[relationship]] with a boy who was in many ways [[immature]] and uncommitted despite the excitement i should have been feeling for [[getting]] accepted into the masters program at the university of virginia","i explain why i clung to a [[relationsһip]] with a boy who was in many ways [[immaturе]] and uncommitted despite the excitement i should have been feeling for [[gettіng]] accepted into the masters program at the university of virginia",0.0,0.1666666716337204,"tensor([1., 0., 0., 0., 0., 0.])","tensor([0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667])",1,65,"Failed"
"i like to have [[the]] same [[breathless]] feeling as a reader eager to see what will happen next","i like to have [[thе]] same [[breatһlеss]] feeling as a reader eager to see what will happen next",2.0,2.0,"tensor([0., 1., 0., 0., 0., 0.])","tensor([0., 1., 0., 0., 0., 0.])",1,35,"Successful"
"i jest i feel grumpy tired and pre menstrual which i [[probably]] [[am]] but then again its only [[been]] a week and im about as fit as a walrus on vacation for the summer","i jest i feel grumpy tired and pre menstrual which i [[рrobably]] [[аm]] but then again its only [[beеn]] a week and im about as fit as a walrus on vacation for the summer",0.0,0.0,"tensor([1., 0., 0., 0., 0., 0.])","tensor([1., 0., 0., 0., 0., 0.])",3,35,"Failed"
